bench,Z3-time (ms),Z3-calls,Z3-error,ASTR-time (ms),ASTR-calls,ASTR-error,SPF-error,spf-z3-cputime (s),spf-z3-walltime (s),z3-status,spf-astr-cputime (s),spf-astr-walltime (s),astr-status,astr-log,z3-log,benchmark
ShareOpenActivity,98,6,0,64,6,0,0,1.72,0.74,true,1.9,0.79,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ShareOpenActivity.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ShareOpenActivity.yml.log,sv-benchmarks/java/argv/Kore/app.src.main.java.org.xbmc.kore/ShareOpenActivity/Main.java
ShiftReduceUtils,321,34,0,25,3,0,0,2.18,1.1,true,1.76,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ShiftReduceUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ShiftReduceUtils.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.parser.shiftreduce/ShiftReduceUtils/Main.java
ShortenedThrowableConverter,52,3,0,24,3,1,0,1.91,0.77,unknown,1.92,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ShortenedThrowableConverter.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ShortenedThrowableConverter.yml.log,sv-benchmarks/java/argv/logstash-logback-encoder/src.main.java.net.logstash.logback.stacktrace/ShortenedThrowableConverter/Main.java
SikuliIDEPopUpMenu,67,5,0,53,5,0,5,1.84,0.77,false,1.92,0.78,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SikuliIDEPopUpMenu.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SikuliIDEPopUpMenu.yml.log,sv-benchmarks/java/argv/SikuliX1/IDE.src.main.java.org.sikuli.ide/SikuliIDEPopUpMenu/Main.java
SniSslContextDeserializer,61,1,1,21,1,1,0,2.35,1.36,unknown,1.6,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SniSslContextDeserializer.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SniSslContextDeserializer.yml.log,sv-benchmarks/java/argv/ratpack/ratpack-core.src.main.java.ratpack.core.config.internal.module/SniSslContextDeserializer/Main.java
SongInformation,26,2,1,18,2,1,0,1.78,0.78,unknown,1.86,0.82,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SongInformation.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SongInformation.yml.log,sv-benchmarks/java/argv/beatoraja/src.bms.player.beatoraja.song/SongInformation/Main.java
SongUtils,76,4,0,26,3,1,0,1.66,0.74,true,1.83,0.77,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SongUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SongUtils.yml.log,sv-benchmarks/java/argv/beatoraja/src.bms.player.beatoraja.song/SongUtils/Main.java
SplitName,258,27,1,0,1,1,1,2.12,1.04,unknown,1.76,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SplitName.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SplitName.yml.log,sv-benchmarks/java/argv/ebean/ebean-api.src.main.java.io.ebean.util/SplitName/Main.java
SplitUtil,0,1,1,0,1,0,1,2.03,0.8,unknown,1.97,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SplitUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SplitUtil.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.util/SplitUtil/Main.java
SpringBootVFS,36,2,0,20,2,0,0,1.61,0.68,true,1.73,0.74,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SpringBootVFS.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SpringBootVFS.yml.log,sv-benchmarks/java/argv/Mapper/spring-boot-starter.mapper-spring-boot-autoconfigure.src.main.java.tk.mybatis.mapper.autoconfigure/SpringBootVFS/Main.java
SqlFilter,27,1,1,20,1,1,0,1.55,0.65,unknown,1.6,0.69,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SqlFilter.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SqlFilter.yml.log,sv-benchmarks/java/argv/SecurityShepherd/src.main.java.utils/SqlFilter/Main.java
SqlInjectionLessonIT,1093,15,0,24692,472,0,0,60.44,59.61,TIMEOUT,40.25,26.87,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SqlInjectionLessonIT.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SqlInjectionLessonIT.yml.log,sv-benchmarks/java/argv/SecurityShepherd/src.it.java.servlets.module.lesson/SqlInjectionLessonIT/Main.java
SqlServerTranslator,147,16,0,33,4,1,0,1.84,0.83,true,1.86,0.78,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SqlServerTranslator.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SqlServerTranslator.yml.log,sv-benchmarks/java/argv/diboot/diboot-core.src.main.java.com.diboot.core.util.sql/SqlServerTranslator/Main.java
StopCommand,0,1,1,0,1,1,0,1.58,0.69,unknown,1.6,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StopCommand.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StopCommand.yml.log,sv-benchmarks/java/argv/drill/drill-yarn.src.main.java.org.apache.drill.yarn.client/StopCommand/Main.java
StrKit,0,1,1,0,1,1,1,1.56,0.69,unknown,1.8,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StrKit.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StrKit.yml.log,sv-benchmarks/java/argv/jfinal/src.main.java.com.jfinal.kit/StrKit/Main.java
StringBuilderUtils,0,1,1,0,1,1,0,1.65,0.71,unknown,1.65,0.7,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringBuilderUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringBuilderUtils.yml.log,sv-benchmarks/java/argv/jersey/core-common.src.main.java.org.glassfish.jersey.message.internal/StringBuilderUtils/Main.java
StringDictionary,18,1,1,0,1,1,0,1.77,0.74,unknown,1.84,0.79,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringDictionary.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringDictionary.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.ie.machinereading.common/StringDictionary/Main.java
StringEncoding,0,1,1,0,1,2,1,1.99,0.79,unknown,2.07,0.81,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringEncoding.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringEncoding.yml.log,sv-benchmarks/java/argv/janusgraph/janusgraph-core.src.main.java.org.janusgraph.util.encoding/StringEncoding/Main.java
StringExt,55,5,0,0,1,1,0,1.87,0.75,false,1.69,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringExt.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringExt.yml.log,sv-benchmarks/java/argv/jfinal/src.main.java.com.jfinal.template.ext.extensionmethod/StringExt/Main.java
StringHelper,0,1,1,0,1,0,1,1.71,0.73,unknown,1.61,0.7,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringHelper.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringHelper.yml.log,sv-benchmarks/java/argv/bindiff/java.zylib.src.main.java.com.google.security.zynamics.zylib.strings/StringHelper/Main.java
StringHelper,0,1,1,0,1,0,1,1.71,0.73,unknown,1.34,0.61,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringHelper.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringHelper.yml.log,sv-benchmarks/java/argv/bindiff/java.zylib.src.main.java.com.google.security.zynamics.zylib.strings/StringHelper/Main.java
StringHelper,0,1,1,0,1,0,1,2.46,1.68,unknown,1.61,0.7,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringHelper.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringHelper.yml.log,sv-benchmarks/java/argv/bindiff/java.zylib.src.main.java.com.google.security.zynamics.zylib.strings/StringHelper/Main.java
StringHelper,0,1,1,0,1,0,1,2.46,1.68,unknown,1.34,0.61,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringHelper.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringHelper.yml.log,sv-benchmarks/java/argv/bindiff/java.zylib.src.main.java.com.google.security.zynamics.zylib.strings/StringHelper/Main.java
StringUtils,40,5,1,0,1,0,1,1.88,0.79,unknown,1.91,0.78,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringUtils.yml.log,sv-benchmarks/java/argv/MaterialFX/materialfx.src.main.java.io.github.palexdev.materialfx.utils/StringUtils/Main.java
StringUtils,40,5,1,0,1,0,1,1.88,0.79,unknown,1.98,0.87,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringUtils.yml.log,sv-benchmarks/java/argv/MaterialFX/materialfx.src.main.java.io.github.palexdev.materialfx.utils/StringUtils/Main.java
StringUtils,40,5,1,0,1,0,1,4.06,2.71,unknown,1.91,0.78,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringUtils.yml.log,sv-benchmarks/java/argv/MaterialFX/materialfx.src.main.java.io.github.palexdev.materialfx.utils/StringUtils/Main.java
StringUtils,40,5,1,0,1,0,1,4.06,2.71,unknown,1.98,0.87,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.StringUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.StringUtils.yml.log,sv-benchmarks/java/argv/MaterialFX/materialfx.src.main.java.io.github.palexdev.materialfx.utils/StringUtils/Main.java
SuggestEmojiView,51,4,0,0,1,1,0,1.81,0.77,unknown,1.85,0.81,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SuggestEmojiView.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SuggestEmojiView.yml.log,sv-benchmarks/java/argv/Nullgram/TMessagesProj.src.main.java.org.telegram.ui.Components/SuggestEmojiView/Main.java
SuggestEmojiView_1,40,4,0,0,1,1,0,1.79,0.77,unknown,1.72,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SuggestEmojiView_1.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SuggestEmojiView_1.yml.log,sv-benchmarks/java/argv/chatAir/TMessagesProj.src.main.java.org.telegram.ui.Components/SuggestEmojiView_1/Main.java
SystemProfilerParser,280,6,0,74,4,1,1,1.98,0.98,false,2.17,0.9,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.SystemProfilerParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.SystemProfilerParser.yml.log,sv-benchmarks/java/argv/Arduino/arduino-core.src.processing.app.macosx/SystemProfilerParser/Main.java
TagRouterAzTest,5467,726,0,574,49,1,0,9.84,7.53,true,4.16,1.51,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TagRouterAzTest.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TagRouterAzTest.yml.log,sv-benchmarks/java/argv/Sermant/sermant-integration-tests.spring-test.spring-integration-test.src.test.java.io.sermant.integration.router/TagRouterAzTest/Main.java
TagRouterTest,934,118,0,454,118,0,0,4.28,1.97,true,5.16,1.76,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TagRouterTest.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TagRouterTest.yml.log,sv-benchmarks/java/argv/Sermant/sermant-integration-tests.spring-test.spring-integration-test.src.test.java.io.sermant.integration.router/TagRouterTest/Main.java
TaintMethodAdapter,31,3,0,0,1,1,0,1.67,0.73,unknown,1.73,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TaintMethodAdapter.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TaintMethodAdapter.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.me.n1ar4.jar.analyzer.taint/TaintMethodAdapter/Main.java
TestLimitQuery,3939,16,0,44258,93,0,0,60.42,59.72,TIMEOUT,60.04,45.46,TIMEOUT,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TestLimitQuery.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TestLimitQuery.yml.log,sv-benchmarks/java/argv/ebean/ebean-test.src.test.java.org.tests.basic/TestLimitQuery/Main.java
TestTagProjection,6667,724,0,0,1,1,1,11.94,8.91,true,1.74,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TestTagProjection.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TestTagProjection.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.parser.lexparser/TestTagProjection/Main.java
TokenMgrError,346,38,1,0,1,1,0,2.44,1.18,unknown,1.81,0.78,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.ling.tokensregex.parser/TokenMgrError/Main.java
TokenMgrError_1,366,38,1,0,1,1,0,2.43,1.21,unknown,1.88,0.78,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_1.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_1.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.semgraph.semgrex/TokenMgrError_1/Main.java
TokenMgrError_2,387,38,1,0,1,1,0,2.64,1.27,unknown,1.74,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_2.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_2.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.trees.tregex.tsurgeon/TokenMgrError_2/Main.java
TokenMgrError_3,375,38,1,0,1,1,0,2.58,1.23,unknown,1.79,0.78,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_3.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_3.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.trees.tregex/TokenMgrError_3/Main.java
TokenMgrError_4,380,43,1,0,1,1,0,2.44,1.21,unknown,1.62,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_4.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_4.yml.log,sv-benchmarks/java/argv/freemarker/freemarker-core.src.main.java.freemarker.core/TokenMgrError_4/Main.java
TokenMgrError_5,498,43,1,0,1,1,0,2.84,1.39,unknown,1.81,0.78,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_5.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TokenMgrError_5.yml.log,sv-benchmarks/java/argv/owlapi/compatibility.src.main.java.org.coode.owlapi.obo12.parser/TokenMgrError_5/Main.java
Tooltip,25,1,0,22,1,0,0,1.64,0.69,unknown,1.71,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Tooltip.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Tooltip.yml.log,sv-benchmarks/java/argv/delverengine/core.src.main.java.com.interrupt.dungeoneer.ui/Tooltip/Main.java
TreeCollinizer,0,1,1,0,1,1,0,1.67,0.74,unknown,1.69,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TreeCollinizer.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TreeCollinizer.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.parser.lexparser/TreeCollinizer/Main.java
TriggeredWarp,62,4,0,0,1,1,0,1.82,0.76,true,1.64,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TriggeredWarp.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TriggeredWarp.yml.log,sv-benchmarks/java/argv/delverengine/core.src.main.java.com.interrupt.dungeoneer.entities.triggers/TriggeredWarp/Main.java
TrueTypeFontUnicode,28,1,1,17,1,1,0,1.7,0.73,unknown,1.94,0.77,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TrueTypeFontUnicode.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TrueTypeFontUnicode.yml.log,sv-benchmarks/java/argv/OpenPDF/openpdf-core.src.main.java.org.openpdf.text.pdf/TrueTypeFontUnicode/Main.java
TtmlNode,20351,2520,0,24,3,1,0,31.54,27.78,true,1.96,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TtmlNode.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TtmlNode.yml.log,sv-benchmarks/java/argv/Nullgram/TMessagesProj.src.main.java.com.google.android.exoplayer2.text.ttml/TtmlNode/Main.java
TtmlNode_1,21629,2520,0,23,3,1,0,33.14,29.34,true,1.91,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.TtmlNode_1.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.TtmlNode_1.yml.log,sv-benchmarks/java/argv/chatAir/TMessagesProj.src.main.java.com.google.android.exoplayer2.text.ttml/TtmlNode_1/Main.java
URLUTF8Encoder,0,1,1,0,1,2,1,1.6,0.72,unknown,1.75,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.URLUTF8Encoder.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.URLUTF8Encoder.yml.log,sv-benchmarks/java/argv/OpenPDF/openpdf-html.src.main.java.org.openpdf.simple.extend/URLUTF8Encoder/Main.java
UnvalidatedForwardsLessonIT,159,16,0,44229,409,0,0,60.45,59.44,TIMEOUT,60.45,46.31,TIMEOUT,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UnvalidatedForwardsLessonIT.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UnvalidatedForwardsLessonIT.yml.log,sv-benchmarks/java/argv/SecurityShepherd/src.it.java.servlets.module.lesson/UnvalidatedForwardsLessonIT/Main.java
UploaderProgressBar,26,1,0,50,1,0,1,1.53,0.68,unknown,1.68,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UploaderProgressBar.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UploaderProgressBar.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.frontend.client.widget.filebrowser.uploader/UploaderProgressBar/Main.java
UriUtil,58,4,0,0,1,1,0,1.96,0.85,unknown,1.97,0.84,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UriUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UriUtil.yml.log,sv-benchmarks/java/argv/CatVodSpider/app.src.main.java.com.github.catvod.utils/UriUtil/Main.java
UriUtil_1,51,4,0,0,1,1,0,2.01,0.86,unknown,1.91,0.83,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UriUtil_1.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UriUtil_1.yml.log,sv-benchmarks/java/argv/Nullgram/TMessagesProj.src.main.java.com.google.android.exoplayer2.util/UriUtil_1/Main.java
UriUtil_2,46,4,0,0,1,1,0,2.11,0.88,unknown,1.91,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UriUtil_2.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UriUtil_2.yml.log,sv-benchmarks/java/argv/chatAir/TMessagesProj.src.main.java.com.google.android.exoplayer2.util/UriUtil_2/Main.java
UrlBuilder,60,5,0,22,3,1,0,2.02,0.79,unknown,2.06,0.83,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UrlBuilder.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UrlBuilder.yml.log,sv-benchmarks/java/argv/docker-maven-plugin/src.main.java.io.fabric8.maven.docker.access/UrlBuilder/Main.java
UrlInfo,0,1,1,0,1,1,0,1.7,0.73,unknown,1.75,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UrlInfo.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UrlInfo.yml.log,sv-benchmarks/java/argv/jar-analyzer/agent.src.main.java.com.n1ar4.agent.dto/UrlInfo/Main.java
UrlInfo_1,0,1,1,0,1,1,0,1.68,0.72,unknown,1.56,0.69,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UrlInfo_1.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UrlInfo_1.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.com.n1ar4.agent.dto/UrlInfo_1/Main.java
UrlUtils,52,3,0,89,3,0,1,1.64,0.71,unknown,1.99,0.81,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UrlUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UrlUtils.yml.log,sv-benchmarks/java/argv/DataSphereStudio/dss-git.dss-git-common.src.main.java.com.webank.wedatasphere.dss.git.common.protocol.util/UrlUtils/Main.java
UrlUtils_2,2856,178,0,25,3,1,0,5.87,4.25,true,1.75,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UrlUtils_2.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UrlUtils_2.yml.log,sv-benchmarks/java/argv/zfile/src.main.java.im.zhaojun.zfile.core.util/UrlUtils_2/Main.java
UtilLocation,0,1,1,0,1,1,0,1.7,0.72,unknown,1.79,0.77,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.UtilLocation.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.UtilLocation.yml.log,sv-benchmarks/java/argv/ebean/ebean-core.src.main.java.io.ebeaninternal.server.profile/UtilLocation/Main.java
V09Support,0,1,1,0,1,1,0,1.68,0.71,unknown,1.68,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.V09Support.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.V09Support.yml.log,sv-benchmarks/java/argv/glowroot/central.src.main.java.org.glowroot.central.v09support/V09Support/Main.java
VelocityTool,59,4,0,0,1,0,1,1.94,0.82,unknown,1.76,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.VelocityTool.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.VelocityTool.yml.log,sv-benchmarks/java/argv/leetcode-editor/src.main.java.com.shuzijun.leetcode.plugin.utils/VelocityTool/Main.java
VersionComparator,40,2,1,19,2,1,0,1.6,0.68,unknown,1.75,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.VersionComparator.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.VersionComparator.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.util.impexp/VersionComparator/Main.java
VersionParser,53,4,0,54,2,1,0,1.66,0.73,true,1.92,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.VersionParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.VersionParser.yml.log,sv-benchmarks/java/argv/BilibiliDown/src.nicelee.bilibili.parsers.impl/VersionParser/Main.java
ViewMetaParser,54568,881,0,541,60,1,0,60.63,57.55,TIMEOUT,4.57,1.63,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ViewMetaParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ViewMetaParser.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.meta/ViewMetaParser/Main.java
WebDAV,45,3,0,29,3,0,5,1.69,0.72,false,1.97,0.8,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.WebDAV.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.WebDAV.yml.log,sv-benchmarks/java/argv/CatVodSpider/app.src.main.java.com.github.catvod.spider/WebDAV/Main.java
WebappProperty,35,3,0,41,7,1,0,1.77,0.75,unknown,1.92,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.WebappProperty.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.WebappProperty.yml.log,sv-benchmarks/java/argv/camunda-bpm-platform/spring-boot-starter.starter.src.main.java.org.camunda.bpm.spring.boot.starter.property/WebappProperty/Main.java
Wenku8Parser,229,12,0,0,1,1,0,2.35,1.06,true,1.74,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Wenku8Parser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Wenku8Parser.yml.log,sv-benchmarks/java/argv/light-novel-library_Wenku8_Android/studio-android.LightNovelLibrary.app.src.main.java.org.mewx.wenku8.global.api/Wenku8Parser/Main.java
XRYKeyValuePair,0,1,1,0,1,0,0,1.58,0.68,unknown,1.63,0.69,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.XRYKeyValuePair.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.XRYKeyValuePair.yml.log,sv-benchmarks/java/argv/autopsy/Core.src.org.sleuthkit.autopsy.datasourceprocessors.xry/XRYKeyValuePair/Main.java
XssFilter,28,2,1,31,2,1,0,1.68,0.71,unknown,1.73,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.XssFilter.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.XssFilter.yml.log,sv-benchmarks/java/argv/SecurityShepherd/src.main.java.utils/XssFilter/Main.java
XssLessonIT,133,12,0,43954,178,0,0,60.45,59.46,TIMEOUT,60.31,45.5,TIMEOUT,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.XssLessonIT.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.XssLessonIT.yml.log,sv-benchmarks/java/argv/SecurityShepherd/src.it.java.servlets.module.lesson/XssLessonIT/Main.java
YamlFrontMatterBlockParser,30,2,1,34,6,1,0,1.71,0.73,unknown,1.77,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.YamlFrontMatterBlockParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.YamlFrontMatterBlockParser.yml.log,sv-benchmarks/java/argv/commonmark-java/commonmark-ext-yaml-front-matter.src.main.java.org.commonmark.ext.front.matter.internal/YamlFrontMatterBlockParser/Main.java
YarnUtils,86,5,1,38,4,1,0,1.79,0.78,unknown,1.79,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.YarnUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.YarnUtils.yml.log,sv-benchmarks/java/argv/datavines/datavines-common.src.main.java.io.datavines.common.utils/YarnUtils/Main.java
